"","siteid","sitename","plotid","easting","northing","taxonid","scientificname","indvidualid","pointid","individualdistance","individualazimuth","dbh","dbhheight","basalcanopydiam","basalcanopydiam_90deg","maxcanopydiam","canopydiam_90deg","stemheight","stemremarks","stemstatus","canopyform","livingcanopy","inplotcanopy","materialsampleid","dbhqf","stemmapqf"
"612","SOAP","Soaproot Saddle","SOAP187",297532.9,4100559,"CADE27","Calocedrus decurrens",300,"center",9.4,356,3.1,10,0,0,0.9,0.8,1,"","dead w branches","",0,100,"",0,0
"613","SOAP","Soaproot Saddle","SOAP331",297060.8,4100599.8,"CADE27","Calocedrus decurrens",522,"center",6,79.1,1.6,10,0,0,1.1,0.7,0.9,"","dead w branches","",0,100,"",0,0
"614","SOAP","Soaproot Saddle","SOAP95",298701.9,4100840,"CADE27","Calocedrus decurrens",675,"center",9.6,181,21.5,130,0,0,4.1,3.2,16.4,"","","",100,100,"",0,0
"615","SOAP","Soaproot Saddle","SOAP43",297067.8,4100719.8,"CADE27","Calocedrus decurrens",601,"center",8.7,115.8,6.1,130,0,0,2.1,1.8,3.8,"","","",100,100,"",0,0
"616","SOAP","Soaproot Saddle","SOAP43",297055.5,4100716.5,"CADE27","Calocedrus decurrens",576,"center",8.3,213.1,26.8,130,0,0,7.9,4.2,11.9,"","leaning","",100,100,"",0,0
"617","SOAP","Soaproot Saddle","SOAP43",297068.5,4100722.8,"CADE27","Calocedrus decurrens",595,"center",8.5,95.1,1.7,130,0,0,0.9,0.8,1.8,"","dead w branches","",0,100,"",0,0
"618","SOAP","Soaproot Saddle","SOAP63",299820.9,4101020,"CADE27","Calocedrus decurrens",844,"SE",6.7,334.2,25.9,130,0,0,4.7,4.6,13.8,"","","",100,100,"",0,0
"619","SOAP","Soaproot Saddle","SOAP331",297043.5,4100601,"CADE27","Calocedrus decurrens",558,"NW",5.5,177.3,32.8,130,0,0,2.1,1.8,6,"","dead top snapped few branches top snapped 7m","",0,100,"",0,1
"620","SOAP","Soaproot Saddle","SOAP43",297054.4,4100715.8,"CADE27","Calocedrus decurrens",575,"center",9.6,215.7,5.5,130,0,0,2.3,1.9,2.9,"","","",100,100,"",0,0
"621","SOAP","Soaproot Saddle","SOAP331",297051.7,4100602.2,"CADE27","Calocedrus decurrens",556,"center",4.9,319.2,31.6,130,0,0,4.9,4.3,13.5,"","","",100,100,"",0,0
"622","SOAP","Soaproot Saddle","SOAP95",298697.2,4100856.5,"CADE27","Calocedrus decurrens",755,"center",8.6,325.9,1.1,10,0,0,0.5,0.4,0.7,"","","",100,100,"",0,0
"623","SOAP","Soaproot Saddle","SOAP95",298694.4,4100842.2,"CADE27","Calocedrus decurrens",678,"SW",3.8,33.5,13.2,130,0,0,5.8,2.8,1.4,"","extreme leaner horiz; crushed by fallen snags","",100,100,"",0,0
"624","SOAP","Soaproot Saddle","SOAP331",297060.7,4100600.5,"CADE27","Calocedrus decurrens",517,"center",6,72.3,6.8,130,0,0,1.7,1.6,2.9,"","","",100,100,"",0,0
"625","SOAP","Soaproot Saddle","SOAP63",299818.9,4101014.2,"CADE27","Calocedrus decurrens",849,"SE",4.9,270.7,5.2,130,0,0,1.7,1.2,3.1,"","dead w branches","",0,100,"",0,0
"626","SOAP","Soaproot Saddle","SOAP43",297067,4100721.5,"CADE27","Calocedrus decurrens",598,"center",7.3,105.5,9.1,130,0,0,2.2,2.7,4.4,"","","",100,100,"",0,0
"627","SOAP","Soaproot Saddle","SOAP43",297069.1,4100723,"CADE27","Calocedrus decurrens",596,"center",9.1,93.7,15.2,130,0,0,3.3,3.6,7.1,"","","",100,100,"",0,0
"628","SOAP","Soaproot Saddle","SOAP143",299848.7,4100415.2,"CAIN3","Ceanothus integerrimus",1163,"center",6,123.1,NA,130,10,4,0.6,0.4,1,"4 stems","","Cone",100,100,"",0,0
"629","SOAP","Soaproot Saddle","SOAP991",299150.3,4101479,"CECU","Ceanothus cuneatus",951,"center",4.2,109.2,NA,130,110,64,2.1,1.9,2.3,"6 stems","","Hemisphere",100,100,"",0,0
"630","SOAP","Soaproot Saddle","SOAP991",299146,4101474.5,"CECU","Ceanothus cuneatus",937,"center",6,182.4,NA,130,44,38,2.7,2.3,2.5,"8 stems","","Hemisphere",50,100,"",0,0
"631","SOAP","Soaproot Saddle","SOAP1343",299606.7,4100968.2,"CECU","Ceanothus cuneatus",781,"center",10,111.8,NA,130,12,7,2.5,2.3,3.4,"20ish stems","","Cone",100,100,"",0,0
"632","SOAP","Soaproot Saddle","SOAP991",299143.5,4101472.2,"CECU","Ceanothus cuneatus",917,"SW",7.5,83.5,NA,130,18,15,2.3,2.2,2.4,"24 stems","","Cone",80,100,"",0,0
"633","SOAP","Soaproot Saddle","SOAP991",299138.9,4101479,"CECU","Ceanothus cuneatus",932,"center",7.5,259,NA,130,22,12,1.7,1,1.4,"8 stems","","Cone",60,100,"",0,0
"634","SOAP","Soaproot Saddle","SOAP991",299140.7,4101477.5,"CECU","Ceanothus cuneatus",931,"center",6.2,243.6,NA,130,68,64,2.6,2.5,2.2,"25 stems","","Sphere",80,100,"f126",0,0
"635","SOAP","Soaproot Saddle","SOAP1343",299606.9,4100974.2,"CECU","Ceanothus cuneatus",782,"center",9.8,75.7,NA,130,56,41,2.2,2,2.2,"20ish stems","","Sphere",75,100,"f140",0,0
"636","SOAP","Soaproot Saddle","SOAP223",299290.7,4101478,"CECU","Ceanothus cuneatus",1025,"center",5.5,319.5,NA,130,24,7,2.3,1.4,1.3,"4 stems","","Hemisphere",75,100,"",0,0
"637","SOAP","Soaproot Saddle","SOAP991",299143.4,4101488.5,"CECU","Ceanothus cuneatus",978,"NW",6.9,107.9,NA,130,68,38,2.4,2.3,2.3,"8 stems","","Cone",60,100,"",0,0
"638","SOAP","Soaproot Saddle","SOAP991",299140.3,4101485.5,"CECU","Ceanothus cuneatus",975,"center",7.8,309.6,NA,130,47,34,1.8,1.7,1.4,"8 stems","","Hemisphere",85,100,"",0,0
"639","SOAP","Soaproot Saddle","SOAP991",299152.2,4101483,"CECU","Ceanothus cuneatus",972,"NE",8.2,214,NA,130,18,12,1.3,1.1,1.8,"4 stems","","Cone",80,100,"",0,0
"640","SOAP","Soaproot Saddle","SOAP991",299154.7,4101485.5,"CECU","Ceanothus cuneatus",958,"center",9.8,58.9,NA,130,80,64,3.4,3.2,2.6,"25 stems","","Sphere",75,100,"",0,0
"641","SOAP","Soaproot Saddle","SOAP991",299145.6,4101477,"CECU","Ceanothus cuneatus",938,"center",3.4,191.6,NA,130,163,68,3.5,3.1,2.2,"38 stems","","Sphere",60,100,"",0,0
"642","SOAP","Soaproot Saddle","SOAP991",299141,4101487,"CECU","Ceanothus cuneatus",976,"NW",5.5,130.8,NA,130,21,11,1.6,1.3,1.6,"3 stems","","Sphere",70,100,"",0,0
"643","SOAP","Soaproot Saddle","SOAP991",299146.6,4101474.5,"CECU","Ceanothus cuneatus",945,"center",5.8,176.6,NA,130,32,16,1.3,1.3,0.9,"4 stems","dead","Hemisphere",0,100,"",0,0
"644","SOAP","Soaproot Saddle","SOAP991",299143.6,4101478.5,"CECU","Ceanothus cuneatus",935,"center",3.3,235.4,10.5,10,0,0,1.5,1.2,1.6,"","","Cone",75,100,"",0,0
"645","SOAP","Soaproot Saddle","SOAP991",299141.9,4101487.2,"CECU","Ceanothus cuneatus",977,"NW",6.1,123,NA,130,61,32,1.4,2.1,1.8,"6 stems","","Hemisphere",60,100,"",0,0
"646","SOAP","Soaproot Saddle","SOAP991",299151,4101482.8,"CECU","Ceanothus cuneatus",970,"NE",9.3,218.5,NA,130,11,12,1.6,1.8,1.9,"4 stems","","Hemisphere",45,100,"",0,0
"647","SOAP","Soaproot Saddle","SOAP991",299152.2,4101478.2,"CECU","Ceanothus cuneatus",949,"center",6.3,109.8,NA,130,48,42,3.3,3.2,2.7,"14 stems","","Hemisphere",75,100,"",0,0
"648","SOAP","Soaproot Saddle","SOAP991",299155.5,4101484.8,"CECU","Ceanothus cuneatus",960,"NE",5.3,194,NA,130,80,70,2.3,2,1.8,"8 stems","","Hemisphere",60,100,"",0,0
"649","SOAP","Soaproot Saddle","SOAP991",299142,4101480,"CECU","Ceanothus cuneatus",933,"center",4.3,263.1,NA,130,98,78,3.4,3.4,2.1,"13 stems","","Hemisphere",80,100,"",0,0
"650","SOAP","Soaproot Saddle","SOAP991",299141.5,4101482.8,"CECU","Ceanothus cuneatus",973,"center",5.3,295.7,NA,130,42,27,2,1.8,1.6,"12 stems","","Sphere",60,100,"",0,0
"651","SOAP","Soaproot Saddle","SOAP991",299141.8,4101477.8,"CECU","Ceanothus cuneatus",930,"center",5.2,238.9,NA,130,37,10,1.5,1.5,1.8,"2 stems","","Cone",90,100,"",0,0
"652","SOAP","Soaproot Saddle","SOAP1343",299596.9,4100978.2,"CECU","Ceanothus cuneatus",789,"center",6.3,355.3,NA,130,64,42,2.9,2.7,2,"14 stems","","Sphere",75,100,"f138",0,0
"653","SOAP","Soaproot Saddle","SOAP991",299147.3,4101475.2,"CECU","Ceanothus cuneatus",944,"center",5.3,168.7,NA,130,38,31,2.5,2.3,2.4,"9 stems","","Hemisphere",75,100,"",0,0
"654","SOAP","Soaproot Saddle","SOAP991",299154.4,4101480.5,"CECU","Ceanothus cuneatus",962,"NE",9.8,194.3,NA,130,19,12,1.4,1.5,2,"13 stems","","Cone",95,100,"",0,0
"655","SOAP","Soaproot Saddle","SOAP991",299139.2,4101476.5,"CECU","Ceanothus cuneatus",925,"SW",6,31.5,NA,130,31,15,1.8,1.3,2.2,"9 stems","","Cone",80,100,"",0,0
"656","SOAP","Soaproot Saddle","SOAP991",299151.6,4101482.5,"CECU","Ceanothus cuneatus",971,"NE",9,215.4,NA,130,11,9,1.8,1,2.1,"5 stems","","Cone",75,100,"",0,0
"657","SOAP","Soaproot Saddle","SOAP1343",299592,4100980.8,"CECU","Ceanothus cuneatus",792,"center",10.3,328.5,NA,130,44,32,1.5,2,0.8,"16 stems","","Sphere",85,100,"",0,0
"658","SOAP","Soaproot Saddle","SOAP991",299143.6,4101478,"CECU","Ceanothus cuneatus",934,"center",3.5,229.5,NA,130,6,5,1,0.7,1.3,"2 stems","","Cone",80,100,"",0,0
"659","SOAP","Soaproot Saddle","SOAP991",299149.3,4101478,"CECU","Ceanothus cuneatus",948,"center",3.8,127.2,NA,130,60,42,3.2,3.2,2.2,"12 stems","","Hemisphere",75,100,"",0,0
"660","SOAP","Soaproot Saddle","SOAP1343",299594.5,4100979.8,"CECU","Ceanothus cuneatus",791,"center",8.3,339.3,NA,130,20,22,4.1,2.9,2.1,"5 stems","","Hemisphere",85,100,"f139",0,0
"661","SOAP","Soaproot Saddle","SOAP991",299148.2,4101481.2,"CECU","Ceanothus cuneatus",969,"center",2.1,64.2,NA,130,40,22,2.8,2.8,2.6,"11 stems","","Sphere",90,100,"f125",0,0
"662","SOAP","Soaproot Saddle","SOAP991",299150.1,4101481.5,"CECU","Ceanothus cuneatus",968,"center",3.9,75.3,NA,130,52,42,2.3,1.3,1.9,"10 stems","","Hemisphere",30,100,"",0,0
"663","SOAP","Soaproot Saddle","SOAP991",299154.7,4101482.5,"CECU","Ceanothus cuneatus",961,"NE",7.6,196.1,NA,130,20,18,2.2,2,2.8,"11 stems","","Cone",90,100,"",0,0
"664","SOAP","Soaproot Saddle","SOAP991",299151.4,4101481,"CECU","Ceanothus cuneatus",966,"center",5.1,84,NA,130,21,24,2,1.3,1.8,"12 stems","","Cone",70,100,"",0,0
"665","SOAP","Soaproot Saddle","SOAP1695",299170.7,4100973.5,"CECU","Ceanothus cuneatus",156,"NW",1.7,128.9,NA,130,8,11,2,1.6,1.5,"","","Sphere",60,100,"",0,0
"666","SOAP","Soaproot Saddle","SOAP991",299139.6,4101476.8,"CECU","Ceanothus cuneatus",926,"SW",6.5,33.3,NA,130,13,11,2.8,1.9,2.4,"3 stems","","Cone",100,100,"",0,0
"667","SOAP","Soaproot Saddle","SOAP991",299145.3,4101479,"CECU","Ceanothus cuneatus",940,"center",1.8,214.1,NA,130,24,6,0.8,0.6,0.5,"3 stems","dead","",0,100,"",0,0
"668","SOAP","Soaproot Saddle","SOAP991",299144.9,4101479.5,"CECU","Ceanothus cuneatus",941,"center",1.6,240.8,NA,130,40,38,2.3,1.6,1.3,"23","","Hemisphere",25,100,"",0,0
"669","SOAP","Soaproot Saddle","SOAP223",299297,4101466.8,"CECU","Ceanothus cuneatus",995,"center",7.7,159.1,NA,130,58,33,2.8,1.3,2.3,"8 stems","","Cone",23,100,"",0,0
"670","SOAP","Soaproot Saddle","SOAP991",299137.8,4101474.2,"CECU","Ceanothus cuneatus",921,"SW",3.4,30.8,NA,130,80,62,3.4,2.4,1.5,"9 stems","","Hemisphere",60,100,"",0,0
"671","SOAP","Soaproot Saddle","SOAP991",299145.5,4101481,"CECU","Ceanothus cuneatus",981,"center",1,308.2,NA,130,46,27,1.5,1.2,2.3,"20ish stems","","Cone",90,100,"",0,0
"672","SOAP","Soaproot Saddle","SOAP991",299141.7,4101486.8,"CECU","Ceanothus cuneatus",980,"NW",6.2,128.5,NA,130,30,29,2,1.7,2.5,"5 stems","","Cone",70,100,"",0,0
"673","SOAP","Soaproot Saddle","SOAP991",299140.3,4101484.2,"CECU","Ceanothus cuneatus",974,"center",7.1,302,NA,130,45,42,2.2,2.2,1.6,"8 stems","","Hemisphere",80,100,"",0,0
"674","SOAP","Soaproot Saddle","SOAP991",299153,4101482,"CECU","Ceanothus cuneatus",964,"NE",8.9,205.3,NA,130,18,9,1.9,1.7,2,"6 stems","","Hemisphere",60,100,"",0,0
"675","SOAP","Soaproot Saddle","SOAP991",299137.3,4101473.8,"CECU","Ceanothus cuneatus",922,"SW",2.6,27.9,NA,130,58,30,2.3,2,1.5,"4 stems","","Hemisphere",30,100,"",0,0
"676","SOAP","Soaproot Saddle","SOAP991",299156,4101484.2,"CECU","Ceanothus cuneatus",959,"NE",5.7,188,NA,130,11,6,0.7,0.8,0.5,"3 stems","dead","Cone",0,100,"",0,0
"677","SOAP","Soaproot Saddle","SOAP991",299139.3,4101488.8,"CECU","Ceanothus cuneatus",982,"NW",3.1,128.2,NA,130,102,93,3.7,3.1,2.1,"14 stems","","Hemisphere",45,100,"",0,0
"678","SOAP","Soaproot Saddle","SOAP143",299847.8,4100416.2,"CEIN3","Ceanothus integerrimus",1174,"center",4.7,118.8,0.5,10,0,0,0.4,0.2,0.9,"","","Cone",100,100,"",0,0
"679","SOAP","Soaproot Saddle","SOAP139",297046.8,4100099,"CEIN3","Ceanothus integerrimus",415,"center",7.5,330.1,2.6,130,0,0,2.1,1.5,2.9,"","","Cone",100,100,"",0,0
"680","SOAP","Soaproot Saddle","SOAP143",299849.6,4100417.5,"CEIN3","Ceanothus integerrimus",1178,"center",6,100.9,1,10,0,0,0.3,0.3,0.9,"","","Cone",100,100,"",0,0
"681","SOAP","Soaproot Saddle","SOAP143",299848.5,4100416.5,"CEIN3","Ceanothus integerrimus",1169,"center",5.2,111.8,0.5,10,0,0,0.3,0.1,0.6,"","","Cone",100,100,"",0,0
"682","SOAP","Soaproot Saddle","SOAP143",299851.6,4100421.8,"CEIN3","Ceanothus integerrimus",1199,"center",8.5,67.6,0.9,10,0,0,0.5,0.3,0.8,"","","Cone",100,100,"",0,0
"683","SOAP","Soaproot Saddle","SOAP143",299848.1,4100417,"CEIN3","Ceanothus integerrimus",1177,"center",4.7,109.8,0.4,10,0,0,0.4,0.3,0.8,"","","Cone",100,100,"",0,0
"684","SOAP","Soaproot Saddle","SOAP95",298703.8,4100852.5,"CEIN3","Ceanothus integerrimus",716,"center",3.4,32.4,0.6,130,0,0,0.5,0.3,0.5,"","","",100,100,"",0,0
"685","SOAP","Soaproot Saddle","SOAP143",299844.4,4100424.2,"CEIN3","Ceanothus integerrimus",1225,"center",5.8,7.2,0.8,10,0,0,0.3,0.3,0.7,"","","Cone",100,100,"",0,0
"686","SOAP","Soaproot Saddle","SOAP143",299851.2,4100421.2,"CEIN3","Ceanothus integerrimus",1200,"center",8,69.9,1.8,10,0,0,0.7,0.5,0.9,"","","Cone",100,100,"",0,0
"687","SOAP","Soaproot Saddle","SOAP283",297779.2,4101203.2,"CEIN3","Ceanothus integerrimus",49,"center",6.3,132.1,0,0,12,8,2,2,2.1,"cone 95 live","",NA,NA,NA,NA,0,0
"688","SOAP","Soaproot Saddle","SOAP143",299848.8,4100421,"CEIN3","Ceanothus integerrimus",1190,"center",5.6,65.3,0.8,10,0,0,0.5,0.4,1,"","","Cone",100,100,"",0,0
"689","SOAP","Soaproot Saddle","SOAP143",299850.9,4100421.2,"CEIN3","Ceanothus integerrimus",1203,"center",7.7,69.9,1.8,10,0,0,0.7,0.6,1,"","","Cone",100,100,"",0,0
"690","SOAP","Soaproot Saddle","SOAP143",299848.1,4100415.5,"CEIN3","Ceanothus integerrimus",1164,"center",5.4,125,1.2,10,0,0,0.5,0.5,1,"","","Cone",100,100,"",0,0
"691","SOAP","Soaproot Saddle","SOAP143",299847.2,4100416.2,"CEIN3","Ceanothus integerrimus",1172,"center",4.2,123.7,0.8,10,0,0,1,0.3,1.3,"","","Cone",100,100,"",0,0
"692","SOAP","Soaproot Saddle","SOAP143",299848.9,4100416,"CEIN3","Ceanothus integerrimus",1166,"center",5.8,115.7,NA,130,3,1,0.4,0.4,0.9,"2 stems","","",100,100,"",0,0
"693","SOAP","Soaproot Saddle","SOAP143",299848.1,4100416,"CEIN3","Ceanothus integerrimus",1167,"center",5,118.9,0.9,10,0,0,0.2,0.2,0.7,"","","Cone",100,100,"",0,0
"694","SOAP","Soaproot Saddle","SOAP143",299848.5,4100416.5,"CEIN3","Ceanothus integerrimus",1168,"center",5.3,113.6,0.5,10,0,0,0.2,0.2,0.6,"","","Cone",100,100,"",0,0
"695","SOAP","Soaproot Saddle","SOAP143",299848.6,4100416,"CEIN3","Ceanothus integerrimus",1165,"center",5.6,118,NA,130,9,3,0.6,0.4,1,"3 stems","","Cone",100,100,"",0,0
"696","SOAP","Soaproot Saddle","SOAP143",299839,4100413.5,"CEIN3","Ceanothus integerrimus",1157,"center",6.8,223.1,0.4,10,0,0,0.4,0.3,0.6,"","","",100,100,"",0,0
"697","SOAP","Soaproot Saddle","SOAP95",298699.7,4100856,"CEIN3","Ceanothus integerrimus",754,"center",6.9,340.3,3.1,10,0,0,2,1.4,2.9,"","","",100,100,"",0,0
"698","SOAP","Soaproot Saddle","SOAP143",299851.4,4100421,"CEIN3","Ceanothus integerrimus",1198,"center",8.1,72.6,2.2,10,0,0,0.7,0.5,0.7,"","","Cone",100,100,"",0,0
"699","SOAP","Soaproot Saddle","SOAP143",299847.1,4100416.5,"CEIN3","Ceanothus integerrimus",1173,"center",4,121.7,0.8,130,0,0,0.5,0.3,1.1,"","","Cone",100,100,"",0,0
"700","SOAP","Soaproot Saddle","SOAP143",299851.2,4100421.8,"CEIN3","Ceanothus integerrimus",1201,"center",8.2,66.4,1.7,10,0,0,0.7,0.7,1.1,"","","Cone",100,100,"",0,0
"701","SOAP","Soaproot Saddle","SOAP143",299848.5,4100417,"CEIN3","Ceanothus integerrimus",1175,"center",5,107.7,1.3,10,0,0,0.4,0.3,1.3,"","","Cone",100,100,"",0,0
"702","SOAP","Soaproot Saddle","SOAP143",299848.8,4100417,"CEIN3","Ceanothus integerrimus",1176,"center",5.3,106.2,0.6,10,0,0,0.5,0.3,0.7,"","","Cone",100,100,"",0,0
"703","SOAP","Soaproot Saddle","SOAP95",298708.2,4100840.8,"CEIN3","Ceanothus integerrimus",692,"center",10.8,144.9,0.6,130,NA,0,0.3,0.3,0.6,"","","",100,100,"",0,0
"704","SOAP","Soaproot Saddle","SOAP95",298708.1,4100842,"CEIN3","Ceanothus integerrimus",693,"center",9.7,141.1,0.3,130,0,0,0.2,0.1,0.6,"","","",100,100,"",0,0
"705","SOAP","Soaproot Saddle","SOAP95",298699.5,4100851.2,"CEIN3","Ceanothus integerrimus",735,"center",3.1,305.2,1,10,0,0,0.6,0.6,1.4,"","","",100,100,"",0,0
"706","SOAP","Soaproot Saddle","SOAP143",299845.7,4100416.8,"CEIN3","Ceanothus integerrimus",1180,"center",2.6,130.8,0.9,10,0,0,0.5,0.5,1,"","","Cone",100,100,"",0,0
"707","SOAP","Soaproot Saddle","SOAP1515",297510.3,4101264.8,"CEIN3","Ceanothus integerrimus",25,"NW",11.9,102.9,NA,130,34,32,3,2.7,1.8,"18 stems (dba's = 2.5; 1.6; 1.9; 2.1; 2.5; 3.0; 1.1; 2.5; 2.7; 4.4; 2.9; 4.4; 3.3; 1.4; 2.8; 3.8; 2.3; 1.6)","","Sphere",20,100,"",0,0
"708","SOAP","Soaproot Saddle","SOAP143",299837.9,4100421.8,"CEIN3","Ceanothus integerrimus",1235,"center",6.6,298.8,1.4,10,0,0,0.4,0.4,0.8,"","","Sphere",100,100,"",0,0
"709","SOAP","Soaproot Saddle","SOAP143",299846.6,4100415.5,"CEIN3","Ceanothus integerrimus",1170,"center",4.3,137.1,1,10,0,0,0.7,0.4,1.2,"","","Cone",100,100,"",0,0
"710","SOAP","Soaproot Saddle","SOAP143",299847.2,4100415.8,"CEIN3","Ceanothus integerrimus",1171,"center",4.4,127.4,1.4,10,0,0,1,0.8,1.4,"","","Cone",100,100,"",0,0
"711","SOAP","Soaproot Saddle","SOAP143",299853.1,4100419.8,"CEIN3","Ceanothus integerrimus",1193,"center",9.5,82.7,0.7,10,0,0,0.6,0.5,0.6,"","","Cone",100,100,"",0,1
"712","SOAP","Soaproot Saddle","SOAP143",299844.5,4100425.2,"CEIN3","Ceanothus integerrimus",1226,"center",6.7,7,0.9,10,0,0,0.4,0.3,0.7,"","","Cone",100,100,"",0,0
"713","SOAP","Soaproot Saddle","SOAP143",299842.6,4100424.5,"CEIN3","Ceanothus integerrimus",1228,"center",6,349.7,1.4,130,0,0,0.5,0.3,0.8,"","","Cone",100,100,"",0,0
"714","SOAP","Soaproot Saddle","SOAP143",299851.9,4100421.2,"CEIN3","Ceanothus integerrimus",1197,"center",8.7,71.5,1,10,0,0,0.4,0.4,0.7,"","","",100,100,"",0,0
"715","SOAP","Soaproot Saddle","SOAP143",299841.4,4100421,"CEIN3","Ceanothus integerrimus",1230,"center",3.3,316.6,0.9,10,0,0,0.5,0.3,0.7,"","","Cone",100,100,"",0,0
"716","SOAP","Soaproot Saddle","SOAP143",299852.7,4100419.5,"CEIN3","Ceanothus integerrimus",1192,"center",9.1,83.1,1.2,10,0,0,0.5,0.5,0.6,"","","Cylinder",100,100,"",0,1
"717","SOAP","Soaproot Saddle","SOAP143",299852.5,4100420,"CEIN3","Ceanothus integerrimus",1194,"center",9,79.6,0.7,10,0,0,0.5,0.4,0.6,"","","Cone",100,100,"",0,1
"718","SOAP","Soaproot Saddle","SOAP143",299849.9,4100420.5,"CEIN3","Ceanothus integerrimus",1196,"center",6.5,73.1,0.9,10,0,0,0.3,0.3,0.7,"","","Cone",100,100,"",0,0
"719","SOAP","Soaproot Saddle","SOAP223",299298.4,4101465.5,"CEMOG","Cercocarpus montanus var. glaber",999,"SE",5.6,284.2,NA,130,10,9,0.5,0.4,1.3,"18 stems","","Cone",70,100,"",0,0
"720","SOAP","Soaproot Saddle","SOAP991",299153.9,4101481.5,"CEMOG","Cercocarpus montanus var. glaber",963,"NE",8.8,199.2,NA,130,8,7,0.5,0.3,0.8,"5 stems","","Cylinder",90,100,"",0,0
"721","SOAP","Soaproot Saddle","SOAP991",299141.6,4101476.5,"CEMOG","Cercocarpus montanus var. glaber",928,"center",6.2,229.7,NA,130,11,10,0.9,0.9,1,"6 stems","","Cone",80,100,"",0,0
"722","SOAP","Soaproot Saddle","SOAP991",299142.9,4101472,"CEMOG","Cercocarpus montanus var. glaber",916,"SW",6.9,85.9,NA,130,8,9,1,0.7,1.4,"11 stems","","Cylinder",100,100,"",0,0
"723","SOAP","Soaproot Saddle","SOAP991",299142,4101475.5,"CEMOG","Cercocarpus montanus var. glaber",929,"center",6.5,221.7,NA,130,34,14,1.2,1,0.7,"4 stems","dead","Hemisphere",0,100,"",0,0
"724","SOAP","Soaproot Saddle","SOAP991",299154,4101475.8,"CEMOG","Cercocarpus montanus var. glaber",954,"SE",5.2,335.2,NA,130,16,6,0.8,0.4,0.8,"3 stems","","Cone",75,100,"",0,0
"725","SOAP","Soaproot Saddle","SOAP991",299136.2,4101473.8,"CEMOG","Cercocarpus montanus var. glaber",923,"SW",2.4,3.3,NA,130,13,11,1,0.9,0.9,"9 stems","","",90,100,"",0,0
"726","SOAP","Soaproot Saddle","SOAP223",299291.8,4101478.8,"CEMOG","Cercocarpus montanus var. glaber",1024,"center",5.4,332.7,NA,130,36,17,3.2,3,2.5,"21 stems","","Sphere",85,100,"f122",0,0
"727","SOAP","Soaproot Saddle","SOAP223",299294.7,4101479.5,"CEMOG","Cercocarpus montanus var. glaber",1021,"center",5.7,4.8,NA,130,18,14,2.6,2.2,3.2,"3 stems","","Cone",65,100,"",0,0
"728","SOAP","Soaproot Saddle","SOAP991",299155.3,4101479.5,"CEMOG","Cercocarpus montanus var. glaber",953,"SE",8.6,354.7,NA,130,27,9,2.7,1.9,3.7,"4 stems","","",100,100,"",0,0
"729","SOAP","Soaproot Saddle","SOAP223",299299.4,4101465.5,"CEMOG","Cercocarpus montanus var. glaber",1000,"SE",4.6,287.9,NA,130,18,12,3,1.3,2.8,"13 stems","","Cone",85,100,"f124",0,0
"730","SOAP","Soaproot Saddle","SOAP991",299154.1,4101473.5,"CEMOG","Cercocarpus montanus var. glaber",955,"SE",3.3,321.5,NA,130,12,10,3.4,1.6,3.3,"7 stems","","Cone",90,100,"",0,0
"731","SOAP","Soaproot Saddle","SOAP223",299293.9,4101475.2,"CEMOG","Cercocarpus montanus var. glaber",984,"center",1.4,346,NA,130,13,9,2.9,1.4,2,"6 stems","","Cone",75,100,"",0,0
"732","SOAP","Soaproot Saddle","SOAP991",299137.8,4101473.5,"CEMOG","Cercocarpus montanus var. glaber",924,"SW",2.7,39.8,NA,130,11,4,1,0.6,1.6,"4 stems","","Cone",80,100,"",0,0
"733","SOAP","Soaproot Saddle","SOAP991",299152,4101481.5,"CEMOG","Cercocarpus montanus var. glaber",965,"NE",9.6,210.1,NA,130,51,40,4.7,3.2,3.8,"11 stems","","Sphere",80,100,"f129",0,0
"734","SOAP","Soaproot Saddle","SOAP223",299298.4,4101465.8,"CEMOG","Cercocarpus montanus var. glaber",998,"SE",5.6,286.3,1.3,10,0,0,1.3,1,1.6,"","","Hemisphere",90,100,"",0,0
"735","SOAP","Soaproot Saddle","SOAP991",299150.5,4101481.5,"CEMOG","Cercocarpus montanus var. glaber",967,"center",4.3,76.2,NA,130,22,34,3.2,2,3.6,"18 stems","","Cone",75,100,"",0,0
"736","SOAP","Soaproot Saddle","SOAP223",299301.3,4101466.5,"CEMOG","Cercocarpus montanus var. glaber",1008,"SE",3.4,312.3,NA,130,9,4,1.7,1.6,2.4,"4 stems","","Cone",80,100,"",0,0
"737","SOAP","Soaproot Saddle","SOAP991",299144.5,4101479,"CEMOG","Cercocarpus montanus var. glaber",936,"center",2.3,231.8,NA,130,33,32,2.9,2.1,2.7,"28 stems","","Sphere",80,100,"f130",0,0
"738","SOAP","Soaproot Saddle","SOAP991",299142.7,4101485.8,"CEMOG","Cercocarpus montanus var. glaber",979,"center",6.5,326,NA,130,47,40,3.4,3.5,3.4,"15 stems","","Cone",90,100,"f128",0,0
"739","SOAP","Soaproot Saddle","SOAP223",299295.4,4101472.5,"CEMOG","Cercocarpus montanus var. glaber",983,"center",1.7,136.6,NA,130,34,27,2.9,1.5,3.3,"24 stems","","Cone",65,100,"",0,0
